osm_id,highway,addr:city,addr:country,addr:housenumber,addr:municipality,addr:postcode,addr:street,osak:identifier,branch,brand,brand:wikidata,brand:wikipedia,fvst:navnelbnr,name,opening_hours,payment:cash,payment:credit_cards,ref:DK:cvr,ref:DK:cvr:pnummer,shop,wheelchair,amenity,cuisine,note,phone,website,bench,bin,bus,lit,network,network:wikidata,public_transport,shelter,fvst:name,capacity,takeaway,fvst:fixme,alt_name,toilets:wheelchair,atm,operator,access:covid19,seasonal,entrance,description,email,second_hand,crossing,crossing:island,denomination,religion,wikidata,button_operated,traffic_signals:sound,traffic_signals:vibration,old_name,microbrewery,social_facility:for,delivery,internet_access,internet_access:fee,outdoor_seating,smoking,traffic_signals:direction,access,covered,fee,parking,supervised,craft,tactile_paving,direction,surface,traffic_calming,cyclestreet,cycleway,maxspeed,sidewalk,source:maxspeed,oneway,lane_markings,cycleway:both,building,building:levels,roof:levels,roof:shape,lanes,landuse,residential,height,wikipedia,tunnel,barrier,leisure,indoor,ref,route,type,from,to,via,route_master,duration,interval,interval:conditional,public_transport:version,WKT
"342007506",,"Aarhus C","DK","37","Aarhus","8000","Fredericiagade","0a3f5096-2624-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202431 56.148379)"
"342012797",,"Aarhus C","DK","2","Aarhus","8000","H.N. Clausens Gade","0a3f5096-38a1-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204446 56.148287)"
"342012807",,"Aarhus C","DK","16B","Aarhus","8000","H.N. Clausens Gade","0a3f5096-38ab-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204437 56.147605)"
"342017073",,"Aarhus C","DK","27","Aarhus","8000","Helgolandsgade","0a3f5096-45e1-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201341 56.148372)"
"342017074",,"Aarhus C","DK","29","Aarhus","8000","Helgolandsgade","0a3f5096-45e2-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201369 56.148326)"
"342027251",,"Aarhus C","DK","55","Aarhus","8000","Jægergårdsgade","0a3f5096-67d4-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200276 56.148216)"
"342027253",,"Aarhus C","DK","56","Aarhus","8000","Jægergårdsgade","0a3f5096-67d5-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200328 56.148036)"
"342027254",,"Aarhus C","DK","57","Aarhus","8000","Jægergårdsgade","0a3f5096-67d6-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20041 56.148228)"
"342027255",,"Aarhus C","DK","58","Aarhus","8000","Jægergårdsgade","0a3f5096-67d7-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200418 56.148035)"
"342027256",,"Aarhus C","DK","58B","Aarhus","8000","Jægergårdsgade","0a3f5096-67d8-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200427 56.147904)"
"342027258",,"Aarhus C","DK","60","Aarhus","8000","Jægergårdsgade","0a3f5096-67da-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200632 56.148046)"
"342027259",,"Aarhus C","DK","61","Aarhus","8000","Jægergårdsgade","0a3f5096-67dc-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200644 56.148239)"
"342027260",,"Aarhus C","DK","62","Aarhus","8000","Jægergårdsgade","0a3f5096-67dd-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200746 56.148049)"
"342027261",,"Aarhus C","DK","63","Aarhus","8000","Jægergårdsgade","0a3f5096-67de-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200737 56.148243)"
"342027262",,"Aarhus C","DK","64","Aarhus","8000","Jægergårdsgade","0a3f5096-67df-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20091 56.148007)"
"342027263",,"Aarhus C","DK","65","Aarhus","8000","Jægergårdsgade","0a3f5096-67e0-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20084 56.148246)"
"342027264",,"Aarhus C","DK","67","Aarhus","8000","Jægergårdsgade","0a3f5096-67e1-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20097 56.148245)"
"342027265",,"Aarhus C","DK","70","Aarhus","8000","Jægergårdsgade","0a3f5096-67e2-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20111 56.147529)"
"342027266",,"Aarhus C","DK","71","Aarhus","8000","Jægergårdsgade","0a3f5096-67e3-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201433 56.148254)"
"342027267",,"Aarhus C","DK","76","Aarhus","8000","Jægergårdsgade","0a3f5096-67e4-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20175 56.148094)"
"342027269",,"Aarhus C","DK","76C","Aarhus","8000","Jægergårdsgade","0a3f5096-67e6-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201788 56.147945)"
"342027270",,"Aarhus C","DK","77","Aarhus","8000","Jægergårdsgade","0a3f5096-67e7-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201793 56.148273)"
"342027271",,"Aarhus C","DK","78","Aarhus","8000","Jægergårdsgade","0a3f5096-67e8-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201915 56.148083)"
"342027272",,"Aarhus C","DK","79","Aarhus","8000","Jægergårdsgade","0a3f5096-67e9-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201942 56.14828)"
"342027273",,"Aarhus C","DK","81","Aarhus","8000","Jægergårdsgade","0a3f5096-67ea-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202094 56.148288)"
"342027276",,"Aarhus C","DK","82","Aarhus","8000","Jægergårdsgade","0a3f5096-67ed-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202409 56.148101)"
"342027278",,"Aarhus C","DK","83","Aarhus","8000","Jægergårdsgade","0a3f5096-67ee-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202615 56.148287)"
"342027279",,"Aarhus C","DK","84","Aarhus","8000","Jægergårdsgade","0a3f5096-67ef-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202501 56.148104)"
"342027280",,"Aarhus C","DK","86","Aarhus","8000","Jægergårdsgade","0a3f5096-67f0-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202589 56.148103)"
"342027281",,"Aarhus C","DK","86B","Aarhus","8000","Jægergårdsgade","0a3f5096-67f1-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202593 56.147991)"
"342027282",,"Aarhus C","DK","86C","Aarhus","8000","Jægergårdsgade","0a3f5096-67f2-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202587 56.147892)"
"342027283",,"Aarhus C","DK","87","Aarhus","8000","Jægergårdsgade","0a3f5096-67f3-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202987 56.148346)"
"342027284",,"Aarhus C","DK","88","Aarhus","8000","Jægergårdsgade","0a3f5096-67f4-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202691 56.148107)"
"342027288",,"Aarhus C","DK","100B","Aarhus","8000","Jægergårdsgade","0a3f5096-67f8-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204074 56.148246)"
"342027292",,"Aarhus C","DK","102","Aarhus","8000","Jægergårdsgade","0a3f5096-67fc-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204243 56.148267)"
"342027295",,"Aarhus C","DK","104","Aarhus","8000","Jægergårdsgade","0a3f5096-6800-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204336 56.14828)"
"342038095",,"Aarhus C","DK","29","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e62-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2037 56.148169)"
"342038097",,"Aarhus C","DK","31","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e64-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2037099 56.14807)"
"342038100",,"Aarhus C","DK","34","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e67-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203234 56.148385)"
"342038101",,"Aarhus C","DK","35","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e68-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203742 56.147908)"
"342038102",,"Aarhus C","DK","35B","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e69-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204083 56.147914)"
"342038103",,"Aarhus C","DK","36","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e6a-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20328 56.148101)"
"342038105",,"Aarhus C","DK","38","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e6c-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203312 56.147971)"
"342038107",,"Aarhus C","DK","39","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e6e-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203777 56.147737)"
"342038108",,"Aarhus C","DK","40","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e6f-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203336 56.14788)"
"342038110",,"Aarhus C","DK","41","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e71-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2038 56.147651)"
"342038111",,"Aarhus C","DK","41B","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e72-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204177 56.14767)"
"342038112",,"Aarhus C","DK","42","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e73-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203355 56.14779)"
"342038114",,"Aarhus C","DK","44","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e75-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203367 56.147709)"
"342038115",,"Aarhus C","DK","45","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e76-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20384 56.147467)"
"342038116",,"Aarhus C","DK","46","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e77-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203387 56.147628)"
"342038117",,"Aarhus C","DK","46B","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e78-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202983 56.147583)"
"342038118",,"Aarhus C","DK","47","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e79-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203848 56.147377)"
"342038119",,"Aarhus C","DK","49","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e7a-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203871 56.147291)"
"342038120",,"Aarhus C","DK","50","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e7b-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203428 56.147444)"
"342038122",,"Aarhus C","DK","52","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e7d-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203446 56.147354)"
"342038127",,"Aarhus C","DK","56","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e82-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203517 56.14703)"
"342041201",,"Aarhus C","DK","15B","Aarhus","8000","Montanagade","0a3f5096-9772-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2003679 56.147411)"
"342041202",,"Aarhus C","DK","15C","Aarhus","8000","Montanagade","0a3f5096-9773-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200813 56.147411)"
"342047411",,"Aarhus C","DK","65","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac29-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200373 56.147168)"
"342047414",,"Aarhus C","DK","67","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac2b-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20053 56.147171)"
"342047416",,"Aarhus C","DK","69A","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac2d-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200621 56.147175)"
"342047417",,"Aarhus C","DK","69B","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac2e-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200703 56.147174)"
"342047419",,"Aarhus C","DK","71","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac30-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200834 56.147181)"
"342047422",,"Aarhus C","DK","73","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac32-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200938 56.147185)"
"342047424",,"Aarhus C","DK","75","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac34-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201042 56.147188)"
"342047426",,"Aarhus C","DK","77","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac37-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201141 56.147192)"
"342047427",,"Aarhus C","DK","79","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac38-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201242 56.147191)"
"342047430",,"Aarhus C","DK","81","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac3a-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201339 56.147195)"
"342047432",,"Aarhus C","DK","83","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac3c-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201415 56.147198)"
"342047434",,"Aarhus C","DK","85","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac3e-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201526 56.147202)"
"342047437",,"Aarhus C","DK","87","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac40-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201647 56.147205)"
"342047439",,"Aarhus C","DK","89","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac42-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2017469 56.147204)"
"342047441",,"Aarhus C","DK","91","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac44-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201853 56.147208)"
