X,Y,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
10.2044,56.14127,"341996869",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""43"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Dalgas Avenue"",""osak:identifier""=>""0a3f5096-0746-32b8-e044-0003ba298018"""
10.20478,56.141064,"341996871",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""45"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Dalgas Avenue"",""osak:identifier""=>""0a3f5096-0748-32b8-e044-0003ba298018"""
10.205131,56.140899,"341996873",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""47"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Dalgas Avenue"",""osak:identifier""=>""0a3f5096-074a-32b8-e044-0003ba298018"""
10.205213,56.140687,"341996875",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""49"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Dalgas Avenue"",""osak:identifier""=>""0a3f5096-074c-32b8-e044-0003ba298018"""
10.205408,56.1429,"342012859",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""28"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hendrik Pontoppidans Gade"",""osak:identifier""=>""0a3f5096-38da-32b8-e044-0003ba298018"""
10.205442,56.142761,"342012860",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""30"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hendrik Pontoppidans Gade"",""osak:identifier""=>""0a3f5096-38db-32b8-e044-0003ba298018"""
10.205484,56.142599,"342012861",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""32"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hendrik Pontoppidans Gade"",""osak:identifier""=>""0a3f5096-38dc-32b8-e044-0003ba298018"""
10.205522,56.142441,"342012862",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""34"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hendrik Pontoppidans Gade"",""osak:identifier""=>""0a3f5096-38dd-32b8-e044-0003ba298018"""
10.203648,56.142333,"342013124",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""26"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39e2-32b8-e044-0003ba298018"""
10.204402,56.142699,"342013132",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""41"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39ea-32b8-e044-0003ba298018"""
10.204349,56.142542,"342013133",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""43"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39eb-32b8-e044-0003ba298018"""
10.204298,56.14239,"342013134",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""45"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39ec-32b8-e044-0003ba298018"""
10.204228,56.142247,"342013135",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""47"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39ed-32b8-e044-0003ba298018"""
10.20419,56.142135,"342013136",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""49"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39ee-32b8-e044-0003ba298018"""
10.20414,56.14205,"342013137",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""49B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39ef-32b8-e044-0003ba298018"""
10.207294,56.14228,"342029036",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""1"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6def-32b8-e044-0003ba298018"""
10.207247,56.142231,"342029037",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""2"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df0-32b8-e044-0003ba298018"""
10.20732,56.142549,"342029038",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""3"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df1-32b8-e044-0003ba298018"""
10.206879,56.142387,"342029039",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""4"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df2-32b8-e044-0003ba298018"""
10.206804,56.142352,"342029040",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""5"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df3-32b8-e044-0003ba298018"""
10.206662,56.142286,"342029041",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""6"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df4-32b8-e044-0003ba298018"""
10.206475,56.142211,"342029042",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""7"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df5-32b8-e044-0003ba298018"""
10.206291,56.142137,"342029043",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""8"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df6-32b8-e044-0003ba298018"""
10.206254,56.142016,"342029044",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""9"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df7-32b8-e044-0003ba298018"""
10.206343,56.14188,"342029045",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""10"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df8-32b8-e044-0003ba298018"""
10.206457,56.141744,"342029046",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""11"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6df9-32b8-e044-0003ba298018"""
10.20654,56.141618,"342029047",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""12"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6dfa-32b8-e044-0003ba298018"""
10.206635,56.141482,"342029048",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""14"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6dfb-32b8-e044-0003ba298018"""
10.206939,56.141547,"342029049",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""15"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Kildegården"",""osak:identifier""=>""0a3f5096-6dfc-32b8-e044-0003ba298018"""
10.205169,56.141752,"342039759",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""1"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92cb-32b8-e044-0003ba298018"""
10.203147,56.141233,"342039760",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""3"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92cc-32b8-e044-0003ba298018"""
10.205327,56.142299,"342039767",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""16"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92d3-32b8-e044-0003ba298018"""
10.205108,56.142225,"342039769",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""18"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92d5-32b8-e044-0003ba298018"""
10.204857,56.142146,"342039771",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""20"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92d7-32b8-e044-0003ba298018"""
10.204609,56.142072,"342039773",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""22"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92d9-32b8-e044-0003ba298018"""
10.204434,56.14202,"342039775",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""24"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92db-32b8-e044-0003ba298018"""
10.204319,56.14199,"342039776",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""24B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""0a3f5096-92dc-32b8-e044-0003ba298018"""
10.206613,56.142906,"342073141",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""40"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Strandparken"",""osak:identifier""=>""0a3f5096-fc88-32b8-e044-0003ba298018"""
10.205915,56.142895,"342073143",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""42"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Strandparken"",""osak:identifier""=>""0a3f5096-fc8a-32b8-e044-0003ba298018"""
10.205955,56.142747,"342073144",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""43"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Strandparken"",""osak:identifier""=>""0a3f5096-fc8b-32b8-e044-0003ba298018"""
10.205993,56.142594,"342073145",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""44"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Strandparken"",""osak:identifier""=>""0a3f5096-fc8c-32b8-e044-0003ba298018"""
10.206807,56.141076,"342073335",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""50"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Strandvejen"",""osak:identifier""=>""0a3f5096-fd50-32b8-e044-0003ba298018"""
10.206797,56.140869,"342073336",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""52"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Strandvejen"",""osak:identifier""=>""0a3f5096-fd51-32b8-e044-0003ba298018"""
10.207932,56.1408,"342073644",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""1"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""0a3f5096-fe58-32b8-e044-0003ba298018"""
10.2037847,56.1422004,"681349326",Marselis Boulevard / Dalgas Avenue,,bus_stop,,,,,,"""bus""=>""yes"",""network""=>""Midttrafik"",""network:wikidata""=>""Q12327094"",""public_transport""=>""platform"",""shelter""=>""no"""
10.2039688,56.1421645,"681349336",Marselis Boulevard / Dalgas Avenue,,bus_stop,,,,,,"""bench""=>""yes"",""bus""=>""yes"",""network""=>""Midttrafik"",""network:wikidata""=>""Q12327094"",""public_transport""=>""platform"",""shelter""=>""no"",""tactile_paving""=>""no"""
10.206344,56.142702,"738384232",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""12"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""29d58755-c473-4983-e044-0003ba298018"""
10.206011,56.141704,"1334597058",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""7"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Adolph Meyers Vej"",""osak:identifier""=>""5ddb979d-c83b-40d3-e044-0003ba298018"""
10.2039037,56.1410603,"1583987280",Marselis Boulevard / Dalgas Avenue,,,,,,,,"""bus""=>""yes"",""network""=>""Midttrafik"",""public_transport""=>""stop_position"""
10.2037064,56.1414178,"1583987291",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2088043,56.1417887,"3507171777",,gate,,,,,,,"""bicycle""=>""yes"",""foot""=>""yes"""
10.2090262,56.1421833,"3507171784",,,,,,,,,"""noexit""=>""yes"""
10.2091484,56.1422408,"3507171788",,gate,,,,,,,"""bicycle""=>""yes"",""foot""=>""yes"""
10.2080857,56.1426328,"3516708418",Sankt Nicolaus Kilde,,,,,,,,"""alt_name""=>""Hellig Niels Kilde"",""natural""=>""spring"",""wikidata""=>""Q12334603"",""wikipedia""=>""da:Sankt Nicolaus' Kilde"""
10.2036805,56.1418544,"3544799316",,,traffic_signals,,,,,,
10.204432,56.142037,"4082004259",Marselis Pizzeria Og Sandwich/,,,,,,,,"""amenity""=>""fast_food"",""cuisine""=>""pizza"",""delivery""=>""yes"",""fvst:navnelbnr""=>""43041"",""opening_hours""=>""11:00-21:00; Sa-Su 16:00-21:00"",""phone""=>""+45 86123400"",""takeaway""=>""only"",""website""=>""http://www.marselispizzeria.dk/"""
10.2034013,56.1414764,"4206136853",,,traffic_signals,,,,,,
10.2077693,56.1425856,"4206136867",,,traffic_signals,,,,,,
10.2077775,56.142606,"4206136869",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2076561,56.1426611,"4206136871",,,crossing,,,,,,
10.2074976,56.1426824,"4206136875",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2074672,56.1426852,"4206136877",,,traffic_signals,,,,,,
10.207519,56.1427314,"4206136884",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.207629,56.1427434,"4206136885",,,crossing,,,,,,"""bicycle""=>""yes"""
10.2076516,56.142889,"4206136892",,,traffic_signals,,,,,,
10.2038901,56.1421912,"4517890469",Marselis Boulevard / Dalgas Avenue,,,,,,,,"""bus""=>""yes"",""network""=>""Midttrafik"",""public_transport""=>""stop_position"""
10.2029798,56.141653,"4517890470",Marselis Boulevard / Dalgas Avenue,,bus_stop,,,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Midttrafik"",""network:wikidata""=>""Q12327094"",""public_transport""=>""platform"",""shelter""=>""yes"""
10.2030887,56.1415267,"4517890471",Marselis Boulevard / Dalgas Avenue,,,,,,,,"""bus""=>""yes"",""network""=>""Midttrafik"",""public_transport""=>""stop_position"""
10.2037133,56.1410745,"4517890472",Marselis Boulevard / Dalgas Avenue,,bus_stop,,,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Midttrafik"",""network:wikidata""=>""Q12327094"",""public_transport""=>""platform"",""shelter""=>""yes"""
10.2041423,56.1417966,"5266524331",,,traffic_signals,,,,,,
10.203781,56.142641,"5664899186",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""22B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""3000943d-a3b8-4866-a973-07f5f1571468"""
10.208356,56.141887,"5664899338",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""3D"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""15eaf982-1afb-4aef-a7b1-234f795e7b42"""
10.208575,56.141847,"5664910959",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""3A"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""0a3f5096-fe59-32b8-e044-0003ba298018"""
10.208792,56.142526,"5664910983",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""5C"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""1c21e24e-c739-4d07-bc06-31d075eb4281"""
10.202953,56.140967,"5664913804",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""40B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Dalgas Avenue"",""osak:identifier""=>""c29d0169-bb82-4de2-8aa3-716f74bffd2f"""
10.205707,56.141752,"5664914509",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""1B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Marselis Boulevard"",""osak:identifier""=>""724d03a0-b7be-43d1-bd96-ced262da4012"""
10.203794,56.14269,"5664916023",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""22"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hans Broges Gade"",""osak:identifier""=>""0a3f5096-39df-32b8-e044-0003ba298018"""
10.206962,56.141406,"5664916696",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""48"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Strandvejen"",""osak:identifier""=>""dd8403c6-dd9e-47c5-a71c-93e9a675913f"""
10.208885,56.142232,"5664920301",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""3C"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""42321841-37bc-4197-9e9b-c23c192b480a"""
10.208688,56.142005,"5664920488",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""3B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""4a76fd6c-1be1-45f5-8518-9ceaf5518b86"""
